Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Titolare AIC;AIC;Codice Gruppo Equivalenza;X=in lista di trasparenza Aifa 15/10/2025 ;Solo in lista di Regione:;Metri cubi ossigeno 
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;LEVONIS*soluz nebul 30 ml 0,1%;11,20;FARTO Srl;035351030;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;LUNIBRON*soluz nebul 30 ml 0,1%;13,79;NEOPHARMED GENTILI SpA;026886059;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;NEBULCORT*soluz nebul 30 ml 0,1%;11,79;ITC FARMA Srl;034803015;87B;X;;
Flunisolide;FLUNISOLIDE 0,05% 2ML 15 UNITA' USO RESPIRATORIO;ASMAFLU*BB soluz nebul 15 fiale 1 mg 2 ml;11,29;GENETIC SpA;034494029;87C;X;;
Flunisolide;FLUNISOLIDE 0,05% 2ML 15 UNITA' USO RESPIRATORIO;ELIOSID*soluz nebul 15 fiale 1 mg 2 ml;11,29;DYMALIFE PHARMACEUTICAL Srl;036321026;87C;X;;
Flunisolide;FLUNISOLIDE 0,05% 2ML 15 UNITA' USO RESPIRATORIO;EUROFLU*BB soluz nebul 15 fiale 1 mg 2 ml;11,29;EURO-PHARMA Srl;034980021;87C;X;;
Flunisolide;FLUNISOLIDE 0,05% 2ML 15 UNITA' USO RESPIRATORIO;PLAUDIT*BB soluz nebul 15 fiale 1 mg 2 ml;11,29;S.F. GROUP Srl;035063039;87C;X;;
Flunisolide;FLUNISOLIDE 0,05% 2ML 15 UNITA' USO RESPIRATORIO;PULMIST*BB soluz nebul 15 fiale 1 mg 2 ml;11,29;SO.SE.PHARM Srl;033339045;87C;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;AERFLU*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;S.F. GROUP Srl;034493027;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;ASMAFLU*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;GENETIC SpA;034494031;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;ASTIAN*AD soluz nebul 15 flaconcini 2 mg 2 ml;15,70;S.F. GROUP Srl;036371021;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;CHARLYN*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;S.F. GROUP Srl;036611010;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;CITIFLUX*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;C.T. LAB.FARMACEUTICO Srl;035354024;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;ELIOSID*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;DYMALIFE PHARMACEUTICAL Srl;036321014;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;EUROFLU*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;EURO-PHARMA Srl;034980019;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;LEVONIS*AD soluz nebul 15 fiale 2 ml 1 mg/ml;15,70;FARTO Srl;035351028;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;PLAUDIT*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;S.F. GROUP Srl;035063027;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;PULMIST*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;SO.SE.PHARM Srl;033339033;87D;X;;
Flunisolide;FLUNISOLIDE 0,1% 2ML 15 UNITA' USO RESPIRATORIO;VENTOFLU*AD soluz nebul 15 fiale 2 mg 2 ml;15,70;BIOMEDICA FOSCAMA IND.CH.F.SpA;034843019;87D;X;;
Flunisolide;FLUNISOLIDE 1MG 30 UNITA' USO RESPIRATORIO;AEROLID*AD soluz nebul 30 fiale 1 mg 1 ml;26,17;PIAM FARMACEUTICI SpA;034869040;87E;;;
Flunisolide;FLUNISOLIDE 1MG 30 UNITA' USO RESPIRATORIO;ASTIAN*AD soluz nebul 30 flaconcini 1 mg 1 ml;26,17;S.F. GROUP Srl;036371033;87E;;;
Flunisolide;FLUNISOLIDE 1MG 30 UNITA' USO RESPIRATORIO;FORBEST*AD soluz nebul 30 fiale 1 mg 1 ml;26,17;NEOPHARMED GENTILI SpA;036364038;87E;;;
Flunisolide;FLUNISOLIDE 1MG 30 UNITA' USO RESPIRATORIO;NAMBROL*AD soluz nebul 30 contenitori monod 1 mg/1 ml;26,17;LANOVA FARMACEUTICI Srl;036362034;87E;;;
Flunisolide;FLUNISOLIDE 1MG 30 UNITA' USO RESPIRATORIO;NEBULGEN*AD soluz nebul 30 flaconi 1 mg 1 ml;26,17;I.B.N. SAVIO Srl;036372035;87E;;;
Flunisolide;FLUNISOLIDE 1MG 30 UNITA' USO RESPIRATORIO;SAFLINEB*AD soluz nebul 30 fiale 1 mg 1 ml;26,17;GENETIC SpA;036363036;87E;;;
Flunisolide;FLUNISOLIDE 0,5MG 30 UNITA' USO RESPIRATORIO;FORBEST*BB soluz nebul 30 fiale 0,5 mg 1 ml;13,63;NEOPHARMED GENTILI SpA;036364040;87F;;;
Flunisolide;FLUNISOLIDE 0,5MG 30 UNITA' USO RESPIRATORIO;SAFLINEB*BB soluz nebul 30 fiale 0,5 mg 1 ml;13,63;GENETIC SpA;036363048;87F;;;
Fluocinolone acetonide;FLUOCINOLONE ACETONIDE 0,025% 30G POMATA USO DERMATOLOGICO;FLUOVITEF*crema derm 30 g 0,025%;2,58;TEOFARMA Srl;021822010;16A;;;
Fluorouracile;FLUOROURACILE 20G 40MG/G CREMA USO DERMATOLOGICO;TOLERAK*1 tubo crema 20 g 40 mg/g;72,99;PIERRE FABRE ITALIA SpA;046491015;LLZ;;;
Fluorouracile/acido salicilico;FLUOROURACILE+ACIDO SALICILICO 5MG/G+100MG/G SOLUZIONE USO ESTERNO;ACTIKERALL*1 flacone soluzione cutanea 5 mg/g + 100 mg/g;60,69;ALMIRALL HERMAL GmbH;045236015;KNZ;;;
Fluoxetina;FLUOXETINA 20MG 12 UNITA' USO ORALE;FLUOXETINA*12 cpr orodispers 20 mg;2,55;EG SpA;034667028;35A;X;;
Fluoxetina;FLUOXETINA 20MG 12 UNITA' USO ORALE;FLUOXETINA*12 cpr solub 20 mg;2,55;RATIOPHARM GMBH;034850026;35A;X;;
Fluoxetina;FLUOXETINA 20MG 12 UNITA' USO ORALE;FLUOXETINA*12 cps 20 mg;2,55;DOC GENERICI Srl;033555018;35A;X;;
Fluoxetina;FLUOXETINA 20MG 12 UNITA' USO ORALE;FLUOXETINA*12 cps 20 mg;2,55;EG SpA;034207011;35A;X;;
Fluoxetina;FLUOXETINA 0,4% 60ML USO ORALE;FLUOXEREN*orale soluz 60 ml 20 mg/5 ml;9,06;A.MENARINI IND.FARM.RIUN.Srl;025959026;35B;X;;
Fluoxetina;FLUOXETINA 0,4% 60ML USO ORALE;FLUOXETINA*orale soluz 60 ml 20 mg/5 ml;9,06;DOC GENERICI Srl;033555020;35B;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXEREN*28 cpr dispers 20 mg;6,10;A.MENARINI IND.FARM.RIUN.Srl;025959053;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cpr dispers 20 mg;6,10;MYLAN SpA;037053105;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cpr orodispers 20 mg;6,10;EG SpA;034667042;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cpr solub 20 mg;6,10;RATIOPHARM GMBH;034850053;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cpr solub 20 mg;6,10;FIDIA FARMACEUTICI SpA;034917043;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;DOC GENERICI Srl;033555032;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;SANDOZ GMBH;033569056;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;EG SpA;034207047;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;FIDIA FARMACEUTICI SpA;034917056;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;ALMUS Srl;035033024;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;MYLAN SpA;035301136;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;FLUOXETINA*28 cps 20 mg;6,10;ACCORD HEALTHCARE SLU;041111042;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;PROZAC*28 cps 20 mg;10,83;ELI LILLY ITALIA SpA;025970043;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;PROZAC*28 cps 20 mg;10,83;BB FARMA Srl;039430018;35D;X;;
Fluoxetina;FLUOXETINA 20MG 28 UNITA' USO ORALE;XEREDIEN*28 cpr dispers 20 mg;6,10;NEOPHARMED GENTILI SpA;034974042;35D;X;;
Flurbiprofene;FLURBIPROFENE 100MG 30 UNITA' USO ORALE;FROBEN*30 cpr rivestite 100 mg;5,72;VIATRIS ITALIA Srl;024284034;88B;;;
Flurbiprofene;FLURBIPROFENE 5MG/ML 160ML USO ORALE;FROBEN*1 flacone 160 ml 5 mg/ml sciroppo;3,46;VIATRIS ITALIA Srl;024284073;88C;;;
Flutamide;FLUTAMIDE 250MG 21 UNITA' USO ORALE;FLUTAMIDE*21 cpr 250 mg;15,00;EG SpA;034707012;27B;;;
Fluticasone;FLUTICASONE 500MCG 20 UNITA' USO RESPIRATORIO;FLUGENIX*sosp nebul 20 contenitori monod 2 ml 500 mcg/2 ml;11,71;GENETIC SpA;043088020;JUH;;;
Fluticasone;FLUTICASONE 500MCG 20 UNITA' USO RESPIRATORIO;PAVETOD*sosp nebul 20 contenitori monod 500 mcg 2 ml;11,71;GENETIC SpA;043084021;JUH;;;
Fluticasone;FLUTICASONE 2MG 20 UNITA' USO RESPIRATORIO;FLUGENIX*sosp nebul 20 contenitori monod 2 ml 2 mg/2 ml;46,85;GENETIC SpA;043088044;JUI;;;
Fluticasone;FLUTICASONE 2MG 20 UNITA' USO RESPIRATORIO;PAVETOD*sosp nebul 20 contenitori monod 2 mg 2 ml;46,85;GENETIC SpA;043084045;JUI;;;
Fluticasone;FLUTICASONE 125MCG 120 DOSI USO RESPIRATORIO;FLIXOTIDE 125*sosp inal 120 erog 125 mcg;20,39;GLAXOSMITHKLINE SpA;028667095;M8A;X;;
Fluticasone;FLUTICASONE 125MCG 120 DOSI USO RESPIRATORIO;FLUSPIRAL*sosp inal 120 dosi 125 mcg;21,89;A.MENARINI IND.FARM.RIUN.Srl;028675179;M8A;X;;
Fluticasone;FLUTICASONE 125MCG 120 DOSI USO RESPIRATORIO;FLUTICASONE*sosp inal 120 erog 125 mcg;14,39;DOC GENERICI Srl;043082015;M8A;X;;
Fluticasone;FLUTICASONE 0,005% 30G USO DERMATOLOGICO;FLIXODERM*ung derm 30 g 0,05 mg/g;6,17;GLAXOSMITHKLINE SpA;029014038;M8B;;;
Fluticasone;FLUTICASONE 0,05% 30G USO DERMATOLOGICO;FLIXODERM*crema derm 30 g 0,5 mg/g;5,53;GLAXOSMITHKLINE SpA;029014014;M8C;X;;
Fluticasone;FLUTICASONE 0,05% 30G USO DERMATOLOGICO;FLUTICREM*crema derm 30 g 0,05%;5,53;DIFA COOPER SpA;039738012;M8C;X;;
Fluticasone;FLUTICASONE 100MCG 60 DOSI USO RESPIRATORIO;FLUSPIRAL*DISKUS polv inal 60 dosi 100 mcg;15,60;A.MENARINI IND.FARM.RIUN.Srl;028675268;M8D;;;
Fluticasone;FLUTICASONE 250MCG 120 DOSI USO RESPIRATORIO;FLIXOTIDE 250*sosp inal 120 erog 250 mcg;35,18;GLAXOSMITHKLINE SpA;028667107;M8F;X;;
Fluticasone;FLUTICASONE 250MCG 120 DOSI USO RESPIRATORIO;FLUSPIRAL*sosp inal 120 dosi 250 mcg;38,68;A.MENARINI IND.FARM.RIUN.Srl;028675181;M8F;X;;
Fluticasone;FLUTICASONE 250MCG 120 DOSI USO RESPIRATORIO;FLUTICASONE*sosp inal 120 erog 250 mcg;29,18;DOC GENERICI Srl;043082027;M8F;X;;
Fluticasone;FLUTICASONE 250MCG 60 DOSI USO RESPIRATORIO;FLIXOTIDE 250*polv inal 60 dosi 250 mcg;29,79;GLAXOSMITHKLINE SpA;028667184;M8G;;;
Fluticasone;FLUTICASONE 250MCG 60 DOSI USO RESPIRATORIO;FLUSPIRAL*DISKUS polv inal 60 dosi 250 mcg;29,79;A.MENARINI IND.FARM.RIUN.Srl;028675270;M8G;;;
Fluticasone;FLUTICASONE 500MCG 60 DOSI USO RESPIRATORIO;FLIXOTIDE 500*60 dosi 500 mcg polv inal;52,15;GLAXOSMITHKLINE SpA;028667208;M8I;;;
Fluticasone;FLUTICASONE 500MCG 60 DOSI USO RESPIRATORIO;FLUSPIRAL*DISKUS polv inal 60 dosi 500 mcg;52,15;A.MENARINI IND.FARM.RIUN.Srl;028675282;M8I;;;
Fluticasone;FLUTICASONE 50MCG 120 DOSI USO RESPIRATORIO;FLIXOTIDE 50*sosp inal 120 erog 50 mcg;15,57;GLAXOSMITHKLINE SpA;028667020;M8J;;;
Fluticasone;FLUTICASONE 50MCG 120 DOSI USO RESPIRATORIO;FLUSPIRAL*sosp inal 120 dosi 50 mcg;15,57;A.MENARINI IND.FARM.RIUN.Srl;028675104;M8J;;;
Fluticasone/formoterolo;FLUTICASONE+FORMOTEROLO 50+5MCG 120 UNITA' USO RESPIRATORIO;FLUTIFORMO*sosp inal 120 dosi 50 mcg + 5 mcg;33,00;MUNDIPHARMA PHARMACEUTIC. Srl;042294013;BQW;;;
Fluticasone/formoterolo;FLUTICASONE+FORMOTEROLO 125+5MCG 120 UNITA' USO RESPIRATORIO;ABRIFF*sosp inal 120 dosi 125 mcg + 5 mcg;50,17;MUNDIPHARMA PHARMACEUTIC. Srl;042292021;BQX;;;
Fluticasone/formoterolo;FLUTICASONE+FORMOTEROLO 125+5MCG 120 UNITA' USO RESPIRATORIO;FLUTIFORMO*sosp inal 120 dosi 125 mcg + 5 mcg;50,17;MUNDIPHARMA PHARMACEUTIC. Srl;042294025;BQX;;;
Fluticasone/formoterolo;FLUTICASONE+FORMOTEROLO 250+10MCG 120 UNITA' USO RESPIRATORIO;ABRIFF*sosp inal 120 dosi 250 mcg + 10 mcg;73,98;MUNDIPHARMA PHARMACEUTIC. Srl;042292033;BQY;;;
Fluticasone/formoterolo;FLUTICASONE+FORMOTEROLO 250+10MCG 120 UNITA' USO RESPIRATORIO;FLUTIFORMO*sosp inal 120 dosi 250 mcg + 10 mcg;73,98;MUNDIPHARMA PHARMACEUTIC. Srl;042294037;BQY;;;
Fluticasone/Vilanterolo;FLUTICASONE+VILANTEROLO 1x30DOSI 92+22MCG USO INALATORIO;RELVAR ELLIPTA*polv inal 30 dosi 92 mcg + 22 mcg;47,03;GLAXOSMITHKLINE TRAD.SERV.LTD;043154020;TRH;;;
Fluticasone/Vilanterolo;FLUTICASONE+VILANTEROLO 1x30DOSI 92+22MCG USO INALATORIO;REVINTY ELLIPTA*polv inal 30 dosi 92 mcg + 22 mcg;47,03;GLAXOSMITHKLINE TRAD.SERV.LTD;043446020;TRH;;;
Fluticasone/Vilanterolo;FLUTICASONE+VILANTEROLO 1x30DOSI 184+22MCG USO INALATORIO;RELVAR ELLIPTA*polv inal 30 dosi 184 mcg + 22 mcg;47,03;GLAXOSMITHKLINE TRAD.SERV.LTD;043154057;TRI;;;
Fluticasone/Vilanterolo;FLUTICASONE+VILANTEROLO 1x30DOSI 184+22MCG USO INALATORIO;REVINTY ELLIPTA*polv inal 30 dosi 184 mcg + 22 mcg;47,03;GLAXOSMITHKLINE TRAD.SERV.LTD;043446057;TRI;;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;FLUVASTATINA*28 cpr 80 mg rilascio prolungato;8,82;DOC GENERICI Srl;038580027;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;FLUVASTATINA*28 cpr 80 mg rilascio prolungato;8,82;TEVA ITALIA Srl;038581029;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;FLUVASTATINA*28 cpr 80 mg rilascio prolungato;8,82;EG SpA;038582021;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;FLUVASTATINA*28 cpr 80 mg rilascio prolungato;8,82;AUROBINDO PHARMA ITALIA Srl;038602037;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;FLUVASTATINA*28 cpr 80 mg rilascio prolungato;8,82;MYLAN SpA;038659049;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;FLUVASTATINA*28 cpr 80 mg rilascio prolungato;8,82;ZENTIVA ITALIA Srl;038831032;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;LESCOL*28 cpr 80 mg rilascio prolungato;8,82;ETHYX PHARMACEUTICALS;029163033;E9A;X;;
Fluvastatina;FLUVASTATINA 80MG 28 UNITA' USO ORALE RP;LIPAXAN*28 cpr 80 mg rilascio prolungato;8,82;ETHYX PHARMACEUTICALS;029199041;E9A;X;;
Fluvoxamina;FLUVOXAMINA 100MG 30 UNITA' USO ORALE;FLUVOXAMINA*30 cpr rivestite 100 mg;11,00;EG SpA;034669174;BFA;;;
Fluvoxamina;FLUVOXAMINA 50MG 30 UNITA' USO ORALE;FLUVOXAMINA*30 cpr rivestite 50 mg;5,00;EG SpA;034669059;BFB;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 75UI 0,125ML 1 UNITA' USO PARENTERALE;BEMFOLA*1 cartuccia in penna preriempita SC 75 UI/0,125 ml + ago;32,48;GEDEON RICHTER PLC;043364013;BTE;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 75UI 0,125ML 5 UNITA' USO PARENTERALE;BEMFOLA*5 cartucce in penne preriempite SC 75 UI/0,125 ml + 5 aghi;162,41;GEDEON RICHTER PLC;043364064;KAL;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 150UI 0,25ML 5 UNITA' USO PARENTERALE;BEMFOLA*5 cartucce in penne preriempite SC 150 UI/0,25 ml + 5 aghi;320,68;GEDEON RICHTER PLC;043364088;KAM;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 225UI 0,375ML 5 UNITA' USO PARENTERALE;BEMFOLA*5 cartucce in penne preriempite SC 225 UI/0,375 ml + 5 aghi;475,00;GEDEON RICHTER PLC;043364102;KAN;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 300UI 0,5ML 5 UNITA' USO PARENTERALE;BEMFOLA*5 cartucce in penne preriempite SC 300 UI/0,50 ml + 5 aghi;625,32;GEDEON RICHTER PLC;043364126;KAO;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 450UI 0,75ML 5 UNITA' USO PARENTERALE;BEMFOLA*5 cartucce in penne preriempite SC 450 UI/0,75 ml + 5 aghi;925,76;GEDEON RICHTER PLC;043364140;KAQ;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 300UI 0,5ML MONODOSE 1 UNITA' USO PARENTERALE;BEMFOLA*1 cartuccia in penna preriempita SC 300 UI/0,50 ml + ago;125,06;GEDEON RICHTER PLC;043364049;KOJ;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 450UI 0,75ML MONODOSE 1 UNITA' USO PARENTERALE;BEMFOLA*1 cartuccia in penna preriempita SC 450 UI/0,75 ml + ago;185,15;GEDEON RICHTER PLC;043364052;KOK;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 1.050UI/1,75ML 2ML 1 UNITA' USO PARENTERALE;GONAL F*1 flacone SC 1.050 UI 1,75 ml;536,62;MERCK EUROPE BV;032392211;M9A;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 300UI MULTIDOSE 1 UNITA' USO PARENTERALE;GONAL F*1 penna SC 300 UI/0,48 ml + 8 aghi;154,29;MERCK EUROPE BV;032392336;M9B;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 300UI MULTIDOSE 1 UNITA' USO PARENTERALE;OVALEAP*1 cartuccia SC 300 UI/0,5 ml + 10 aghi;123,43;THERAMEX IRELAND LIMITED;043029014;M9B;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 450UI MULTIDOSE 1 UNITA' USO PARENTERALE;GONAL F*1 penna SC 450 UI/0,72 ml + 12 aghi;231,44;MERCK EUROPE BV;032392348;M9C;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 450UI MULTIDOSE 1 UNITA' USO PARENTERALE;OVALEAP*1 cartuccia SC 450 UI/0,75 ml + 10 aghi;185,15;THERAMEX IRELAND LIMITED;043029026;M9C;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 900UI MULTIDOSE 1 UNITA' USO PARENTERALE;GONAL F*1 penna preriempita SC 900 UI/1,44 ml + 20 aghi;462,88;MERCK EUROPE BV;032392351;M9F;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 900UI MULTIDOSE 1 UNITA' USO PARENTERALE;OVALEAP*1 cartuccia SC 900 UI/1,5 ml + 20 aghi;370,30;THERAMEX IRELAND LIMITED;043029038;M9F;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 150UI 0,25ML 1 UNITA' USO PARENTERALE;BEMFOLA*1 cartuccia in penna preriempita SC 150 UI/0,25 ml + ago;64,13;GEDEON RICHTER PLC;043364025;MAC;;;
Follitropina alfa da DNA ricombinante;FOLLITROPINA ALFA DA DNA RICOMBINANTE 225UI 0,375ML 1 UNITA' USO PARENTERALE;BEMFOLA*1 cartuccia in penna preriempita SC 225 UI/0,375 ml + ago;95,00;GEDEON RICHTER PLC;043364037;MAD;;;
Follitropina alfa/lutropina alfa;FOLLITROPINA ALFA+LUTROPINA ALFA 300+150UI 0,48ML 1 UNITA' USO PARENTERALE;PERGOVERIS*1 penna preriempita SC 300 UI + 150 UI + 5 aghi;186,85;MERCK EUROPE BV;038085041;LDS;;;
Follitropina alfa/lutropina alfa;FOLLITROPINA ALFA+LUTROPINA ALFA 400+225UI 0,72ML 1 UNITA' USO PARENTERALE;PERGOVERIS*1 penna preriempita SC 450 UI + 225 UI + 0,72 ml + 7 aghi;280,26;MERCK EUROPE BV;038085054;LDT;;;
Follitropina alfa/lutropina alfa;FOLLITROPINA ALFA+LUTROPINA ALFA 900+450UI 1,44ML 1 UNITA' USO PARENTERALE;PERGOVERIS*1 penna preriempita SC 900 UI + 450 UI + 1,44 ml + 14 aghi;560,55;MERCK EUROPE BV;038085066;LDU;;;
Follitropina alfa/lutropina alfa;FOLLITROPINA ALFA+LUTROPINA ALFA 150+75UI 1ML 1 UNITA' USO PARENTERALE;PERGOVERIS*1 flaconcino SC 150 UI + 75 UI + 1 flaconcino 1 ml;93,41;MERCK EUROPE BV;038085015;MAA;;;
Follitropina alfa/lutropina alfa;FOLLITROPINA ALFA+LUTROPINA ALFA 150+75UI 1ML 10 UNITA' USO PARENTERALE;PERGOVERIS*10 flaconcini SC 150 UI + 75 UI + 10 flaconcini 1 ml;934,23;MERCK EUROPE BV;038085039;MAB;;;
Follitropina beta;FOLLITROPINA BETA 300UI 0,36ML 1 UNITA' USO PARENTERALE;PUREGON*1 cartuccia SC 300 UI/0,36 ml;163,10;ORGANON N.V.;029520386;MBB;;;
Follitropina beta;FOLLITROPINA BETA 600UI 0,72ML 1 UNITA' USO PARENTERALE;PUREGON*1 cartuccia SC 600 UI/0,72 ml;326,20;ORGANON N.V.;029520398;MBD;;;
Follitropina beta;FOLLITROPINA BETA 900UI 1,08ML 1 UNITA' USO PARENTERALE;PUREGON*1 cartuccia SC 900 UI/1,08 ml;489,30;ORGANON N.V.;029520400;MBE;;;
Follitropina delta;FOLLITROPINA DELTA 12 MCG 0,36 ML 1 UNITA' USO PARENTERALE;REKOVELLE*1 penna preriempita SC 12 mcg 0,36 ml + 3 aghi;167,84;FERRING PHARMACEUTICALS A/S;045226040;KNI;;;
Follitropina delta;FOLLITROPINA DELTA 36 MCG 1,08 ML 1 UNITA' USO PARENTERALE;REKOVELLE*1 penna preriempita SC 36 mcg 1,08 ml + 9 aghi;503,51;FERRING PHARMACEUTICALS A/S;045226053;KNJ;;;
Follitropina delta;FOLLITROPINA DELTA 72 MCG 2,16 ML 1 UNITA' USO PARENTERALE;REKOVELLE*1 penna preriempita SC 72 mcg 2,16 ml + 15 aghi;1007,01;FERRING PHARMACEUTICALS A/S;045226065;KNK;;;
Fondaparinux;FONDAPARINUX 1,5MG 0,3ML 10 UNITA' USO PARENTERALE;ARIXTRA*10 siringhe SC 1,5 mg 0,3 ml;40,47;VIATRIS HEALTHCARE LIMITED;035606072;MCA;;;
Fondaparinux;FONDAPARINUX 10MG 0,8ML 10 UNITA' USO PARENTERALE;ARIXTRA*10 siringhe SC 10 mg 0,8 ml;207,01;VIATRIS HEALTHCARE LIMITED;035606173;MCB;;;
Fondaparinux;FONDAPARINUX 2,5MG 0,5ML 10 UNITA' USO PARENTERALE;ARIXTRA*10 siringhe SC 2,5 mg 0,5 ml;67,45;VIATRIS HEALTHCARE LIMITED;035606033;MCC;;;
Fondaparinux;FONDAPARINUX 5MG 0,4ML 10 UNITA' USO PARENTERALE;ARIXTRA*10 siringhe SC 5 mg 0,4 ml;138,04;VIATRIS HEALTHCARE LIMITED;035606110;MCD;;;
Fondaparinux;FONDAPARINUX 7,5MG 0,6ML 10 UNITA' USO PARENTERALE;ARIXTRA*10 siringhe SC 7,5 mg 0,6 ml;207,01;VIATRIS HEALTHCARE LIMITED;035606146;MCE;;;
Formoterolo;FORMOTEROLO 12MCG 100 DOSI USO RESPIRATORIO SOLUZIONE;ATIMOS*soluz inal 100 erogazioni 12 mcg;52,26;CHIESI FARMACEUTICI SpA;035791058;CR8;X;;
